STATEFP,ANSICODE,POINTID,FULLNAME,MTFCC,longitude,lattitude
16,NA,1104367997351,NA,C3061,-116.332563,43.568879
16,NA,1104367988199,NA,C3061,-116.332812,43.569711
16,NA,1104367975705,NA,C3061,-116.333529,43.571555
16,NA,1104473865165,NA,C3061,-116.1886,43.656603
16,NA,1107051934890,NA,C3061,-116.429182,43.650638
16,NA,1104472053402,NA,C3061,-116.399472,43.494249
16,NA,1104472053412,NA,C3061,-116.399476,43.493426
16,NA,1104329775291,NA,C3061,-116.41175,43.616758
16,NA,1104329778043,NA,C3061,-116.411482,43.614649
16,NA,1104471874029,NA,C3061,-116.413039,43.611053
16,NA,1104471873986,NA,C3061,-116.413039,43.610387
16,NA,11010881708823,NA,C3061,-116.394464,43.712887
16,NA,11010883207387,NA,C3061,-116.369736,43.688684
16,NA,11012027939100,NA,C3061,-116.248472,43.64416
16,NA,11010881665171,NA,C3061,-116.419343,43.702261
16,NA,11010881665165,NA,C3061,-116.417818,43.702113
16,NA,11010881665160,NA,C3061,-116.416393,43.702118
16,NA,11010881665706,NA,C3061,-116.414513,43.707401
16,NA,11010881665708,NA,C3061,-116.415937,43.708405
16,NA,1106262967322,NA,C3061,-116.33361,43.639696
16,NA,11010881666058,NA,C3061,-116.371968,43.554693
16,NA,1105311798017,NA,C3061,-116.295943,43.644293
16,NA,1102821804311,NA,C3061,-116.382843,43.624499
16,NA,1102821804639,NA,C3061,-116.382844,43.623923
16,NA,1102821804791,NA,C3061,-116.381417,43.623905
16,NA,1102821805364,NA,C3061,-116.378503,43.623365
16,NA,1105311797873,NA,C3061,-116.304746,43.644156
16,NA,1105311797872,NA,C3061,-116.304675,43.644898
16,NA,1104360504363,NA,C3061,-116.353386,43.698838
16,NA,110336964311,NA,C3061,-116.254772,43.627808
16,NA,1106262940104,NA,C3061,-116.25522,43.623579
16,NA,1105313781704,NA,C3061,-116.244843,43.66085
16,NA,1105313781708,NA,C3061,-116.245366,43.662401
16,NA,11010886647288,NA,C3061,-116.289779,43.587036
16,NA,1105313781703,NA,C3061,-116.246412,43.660507
16,NA,1105314180564,NA,C3061,-116.243526,43.65867
16,NA,1105313781706,NA,C3061,-116.243848,43.657863999999996
16,NA,110336964624,NA,C3061,-116.277029,43.672247
16,NA,1105314180562,NA,C3061,-116.242941,43.659341
16,NA,1105314180289,NA,C3061,-116.240762,43.656094
16,NA,11010881716244,NA,C3061,-116.261276,43.780332
16,NA,11016954876220,NA,C3061,-116.188936,43.630371
16,NA,11012027948290,NA,C3061,-116.178919,43.634251
16,NA,1103678384993,NA,C3061,-111.954438,43.59294
16,NA,1104468583393,NA,C3061,-116.408843,43.617493
16,NA,1104468583499,NA,C3061,-116.408843,43.616764
16,NA,11010883207922,NA,C3061,-116.404684,43.621782
16,NA,11010883207925,NA,C3061,-116.404685,43.621204
16,NA,1106262944330,NA,C3061,-116.199687,43.649009
16,NA,1105313330080,NA,C3061,-116.21989,43.646601
16,NA,1105313330079,NA,C3061,-116.219318,43.643488
16,NA,1105314180304,NA,C3061,-116.231635,43.654992
16,NA,110344177023,NA,C3061,-111.981808,43.594925
16,NA,1105632784798,NA,C3061,-111.979034,43.587106
16,NA,1105632784805,NA,C3061,-111.975053,43.582591
16,NA,1105617020541,NA,C3061,-117.029711,46.400456
16,NA,110681300122,NA,C3061,-117.009867,46.389161
16,NA,1109096445757,NA,C3061,-116.997853,46.377606
16,NA,1105616782877,NA,C3061,-116.951362,46.374329
16,NA,110344220533,NA,C3061,-111.267449,43.431453
16,NA,1105643167396,NA,C3061,-111.955129,43.51164
16,NA,110344221317,NA,C3061,-111.952244,43.480618
16,NA,110344221359,NA,C3061,-111.952761,43.479573
16,NA,1104471355504,NA,C3061,-116.781808,47.768491
16,NA,110153260635,NA,C3061,-116.777106,47.768266
16,NA,110153260638,NA,C3061,-116.775684,47.76825
16,NA,110153260754,NA,C3061,-116.790433,47.760386
16,NA,1108476487251,NA,C3061,-112.072598,43.498385
16,NA,110153277209,NA,C3061,-116.798115,47.723176
16,NA,11012814293981,NA,C3061,-116.79814,47.727718
16,NA,11012814294060,NA,C3061,-116.793845,47.729159
16,NA,11012814294061,NA,C3061,-116.793806,47.728047
16,NA,11012814294062,NA,C3061,-116.793807,47.726933
16,NA,110153277345,NA,C3061,-116.82815,47.705255
16,NA,1108311042637,NA,C3061,-116.768868,47.747044
16,NA,11012814294092,NA,C3061,-116.804548,47.721493
16,NA,11012814294118,NA,C3061,-116.806357,47.721229
16,NA,1108311042638,NA,C3061,-116.769626,47.746276
16,NA,110153277522,NA,C3061,-116.804966,47.73914
16,NA,110344636690,NA,C3061,-112.035393,43.537904
16,NA,1106086677238,NA,C3061,-112.424174,42.835785
16,NA,1104463341531,NA,C3061,-112.425234,42.835242
16,NA,1103673245872,NA,C3061,-111.874395,42.115491
16,NA,1105311798432,NA,C3061,-116.279719,43.629744
16,NA,1107065310700,NA,C3061,-116.339906,43.602893
16,NA,1105313332263,NA,C3061,-116.277313,43.61584
16,NA,110153315937,NA,C3061,-116.883564,47.712007
16,NA,1106261318038,NA,C3061,-116.958314,47.728307
16,NA,1106261318053,NA,C3061,-116.957974,47.729592
16,NA,1106261318383,NA,C3061,-116.948834,47.737071
16,NA,1109093815239,NA,C3061,-116.934268,47.728119
16,NA,1108311030923,NA,C3061,-116.935229,47.717376
16,NA,110153316165,NA,C3061,-116.890982,47.713368
16,NA,110153316184,NA,C3061,-116.890362,47.714032
16,NA,1108311030922,NA,C3061,-116.933816,47.717965
16,NA,1109096354268,NA,C3061,-116.888073,47.712897
16,NA,1109096354614,NA,C3061,-116.937886,47.704025
16,NA,1109096354613,NA,C3061,-116.937859,47.704438
16,NA,1109096407583,NA,C3061,-116.777759,47.747804
16,NA,11012814294091,NA,C3061,-116.80628,47.723396
16,NA,1108311075444,NA,C3061,-116.772487,47.712055
16,NA,11012814294090,NA,C3061,-116.807635,47.724109
16,NA,1105311840530,NA,C3061,-116.320922,43.624635
16,NA,110337000533,NA,C3061,-116.478928,43.740077
16,NA,1107051932809,NA,C3061,-116.398167,43.570647
16,NA,1104259814641,NA,C3061,-116.386156,43.589542
16,NA,1104271066987,NA,C3061,-116.415521,43.50555
16,NA,1105317159508,NA,C3061,-116.412908,43.505625
16,NA,1106260968498,NA,C3061,-116.683728,43.624645
16,NA,1106262800674,NA,C3061,-116.642446,43.620346
16,NA,1106262795438,NA,C3061,-116.649572,43.621295
16,NA,1106262795367,NA,C3061,-116.64972,43.622909
16,NA,1106262795453,NA,C3061,-116.649518,43.620498
16,NA,1106262795351,NA,C3061,-116.650969,43.624306
16,NA,1106066786343,NA,C3061,-116.64193,43.62743
16,NA,1106066792015,NA,C3061,-116.568392,43.534443
16,NA,110153270862,NA,C3061,-116.9024,47.704785
16,NA,110153270912,NA,C3061,-116.893682,47.707697
16,NA,110153271008,NA,C3061,-116.944685,47.727276
16,NA,1109096351946,NA,C3061,-116.993101,47.713114
16,NA,1106261318385,NA,C3061,-116.948794,47.734392
16,NA,1106261318078,NA,C3061,-116.954079,47.729911
16,NA,1109096354559,NA,C3061,-116.940965,47.702493
16,NA,110153271122,NA,C3061,-116.923201,47.717891
16,NA,1109096354615,NA,C3061,-116.940323,47.703722
16,NA,110153271133,NA,C3061,-116.919099,47.717468
16,NA,110153271184,NA,C3061,-116.882664,47.716211
16,NA,110153271272,NA,C3061,-116.889853,47.704246
16,NA,110153271279,NA,C3061,-116.892306,47.704226
16,NA,110153271287,NA,C3061,-116.888641,47.704259
16,NA,110153271291,NA,C3061,-116.887427,47.704262
16,NA,110153271296,NA,C3061,-116.886208,47.704252
16,NA,11012028378298,NA,C3061,-114.713839,42.925511
16,NA,1105641385962,NA,C3061,-111.97602,43.488531
16,NA,11015503888947,NA,C3061,-116.554597,48.303601
16,NA,1104307318235,NA,C3061,-114.441366,42.568906
16,NA,1104260403609,NA,C3061,-114.765762,42.673872
16,NA,1104307338235,NA,C3061,-114.431463,42.565403
16,NA,1109096885089,NA,C3061,-114.419679,42.565914
16,NA,110149370129,NA,C3061,-114.432412,42.567105
16,NA,1104474468153,NA,C3061,-116.828573,47.745369
16,NA,1104474473130,NA,C3061,-116.819548,47.745307
16,NA,110153321215,NA,C3061,-116.893513,47.704228
16,NA,1108311007030,NA,C3061,-116.891053,47.70418
16,NA,1109096407604,NA,C3061,-116.774607,47.749515
16,NA,1103944339995,NA,C3061,-116.986297,46.731749
16,NA,110264634944,NA,C3061,-111.593487,44.144801
16,NA,1104471350041,NA,C3061,-116.974206,47.717926
16,NA,1105311796335,NA,C3061,-116.31478,43.679452
16,NA,1105293013224,NA,C3061,-112.407255,42.823431
16,NA,1105642710058,NA,C3061,-111.960325,43.446831
16,NA,1105647114468,NA,C3061,-111.26534,43.433336
16,NA,1104472226459,NA,C3061,-116.627865,43.498469
16,NA,1102570355054,NA,C3061,-112.230018,42.798723
16,NA,1102570376260,NA,C3061,-112.229526,42.797521
16,NA,1102570364046,NA,C3061,-112.2282,42.798003
16,NA,1109094268939,NA,C3061,-116.520804,43.68709
16,NA,1109094268938,NA,C3061,-116.524588,43.685757
16,NA,110153278231,NA,C3061,-116.743418,47.743965
16,NA,1109096407120,NA,C3061,-116.783275,47.756758
16,NA,110153278320,NA,C3061,-116.799465,47.756783
16,NA,1105598318382,NA,C3061,-116.991681,44.250278
16,NA,1104472141770,NA,C3061,-116.528929,43.730201
16,NA,1109096351944,NA,C3061,-116.993036,47.717269
16,NA,110153278580,NA,C3061,-116.751573,47.726259
16,NA,1108311042614,NA,C3061,-116.767308,47.75427
16,NA,11012027958517,NA,C3061,-112.290912,42.790313
16,NA,1109073429082,NA,C3061,-115.73462,43.122876
16,NA,1106243023289,NA,C3061,-116.603493,43.559791
16,NA,1109093933069,NA,C3062,-116.610891,43.556591
16,NA,1104748293606,NA,C3061,-116.548431,43.862286
16,NA,11015925470382,NA,C3061,-116.793653,47.916913
16,NA,110336784128,NA,C3061,-116.304957,43.578139
16,NA,1105292846684,NA,C3061,-116.433186,43.67033
16,NA,110336786312,NA,C3061,-116.434356,43.623052
16,NA,1102783882092,NA,C3061,-116.442946,43.61605
16,NA,1108311166479,NA,C3061,-116.424702,43.494207
16,NA,1102783935324,NA,C3061,-116.448532,43.621554
16,NA,1108311042620,NA,C3061,-116.771876,47.756634
16,NA,1108311042670,NA,C3061,-116.771814,47.749065
16,NA,1109096407643,NA,C3061,-116.773045,47.749517
16,NA,1109096426234,NA,C3061,-116.727042,47.651578
16,NA,1109096405391,NA,C3061,-116.771111,47.691676
16,NA,110153316846,NA,C3061,-117.001034,47.69726
16,NA,110153316854,NA,C3061,-116.799471,47.754028
16,NA,1103717947290,NA,C3061,-116.896064,47.805703
16,NA,1103717947092,NA,C3061,-116.896064,47.805703
16,NA,110153316901,NA,C3061,-116.862019,47.855592
16,NA,110153316920,NA,C3061,-116.932905,47.725312
16,NA,110153316936,NA,C3061,-116.883504,47.715388
16,NA,1106261318699,NA,C3061,-116.897642,47.718725
16,NA,1107051927716,NA,C3061,-117.019242,47.711337
16,NA,1107063872000,NA,C3061,-116.299368,43.553486
16,NA,1102818069963,NA,C3061,-116.285786,43.554987
16,NA,1105635325725,NA,C3061,-116.167909,43.567114
16,NA,1104260206789,NA,C3061,-116.151307,43.566602
16,NA,1104367809730,NA,C3061,-116.134658,43.551479
16,NA,1107051932806,NA,C3061,-116.394499,43.571119
16,NA,110153260001,NA,C3061,-116.768012,47.768389
16,NA,1107051948878,NA,C3061,-116.872953,47.972447
16,NA,11012814294064,NA,C3061,-116.799694,47.729478
16,NA,11012814294063,NA,C3061,-116.798074,47.728512
16,NA,1103674224734,NA,C3061,-111.860391,42.084321
16,NA,1103674223730,NA,C3061,-111.858421,42.08425
16,NA,1109073432564,NA,C3061,-115.860615,43.059572
16,NA,1104471862276,NA,C3061,-115.845231,43.049743
16,NA,1105316736028,NA,C3061,-112.326181,43.199045
16,NA,110680852345,NA,C3061,-112.245167,43.20231
16,NA,110680852347,NA,C3061,-112.241003,43.204065
16,NA,110153271711,NA,C3061,-116.906794,47.705427
16,NA,1109093815241,NA,C3061,-116.93255,47.729963
16,NA,1108311010298,NA,C3061,-116.998447,47.701577
16,NA,1106049376561,NA,C3061,-116.957505,47.732214
16,NA,1106049376562,NA,C3061,-116.957929,47.731121
16,NA,1106049376558,NA,C3061,-116.957788,47.735358
16,NA,110153271817,NA,C3061,-116.924832,47.702835
16,NA,110153271819,NA,C3061,-116.957989,47.733445
16,NA,1106049376559,NA,C3061,-116.953477,47.735634
16,NA,1106049376560,NA,C3061,-116.955879,47.734087
16,NA,1108311073207,NA,C3061,-116.83656,47.722088
16,NA,11012814294065,NA,C3061,-116.803671,47.729097
16,NA,11012814294089,NA,C3061,-116.807416,47.725451
16,NA,11012814294088,NA,C3061,-116.804896,47.725992
16,NA,110153286949,NA,C3061,-116.950902,47.731964
16,NA,110153286953,NA,C3061,-116.95141,47.731046
16,NA,110153286965,NA,C3061,-116.950518,47.731633
16,NA,11010886670226,NA,C3061,-111.109394,43.79404
16,NA,11015503883049,NA,C3061,-111.077224,43.761646
16,NA,1106262811990,NA,C3061,-116.555907,43.623572
16,NA,1109094279982,NA,C3061,-116.551385,43.629767
16,NA,1109094279981,NA,C3061,-116.548841,43.628018
16,NA,1104745479141,NA,C3061,-116.554384,43.618934
16,NA,1109089846170,NA,C3061,-116.149666,44.91163
16,NA,1109090438729,NA,C3061,-116.144273,44.876688
16,NA,1104306764972,NA,C3061,-114.458883,42.568266
16,NA,1109096885105,NA,C3061,-114.416387,42.567832
16,NA,1109096884929,NA,C3061,-114.418432,42.567896
16,NA,1102821884910,NA,C3061,-116.412994,43.512537
16,NA,11010881927500,NA,C3061,-116.328769,43.564373
16,NA,1105307588115,NA,C3061,-116.117058,43.569839
16,NA,1105312211622,NA,C3061,-116.360287,43.630788
16,NA,1107051932948,NA,C3061,-116.398248,43.569061
16,NA,11010886475466,NA,C3061,-116.33889,43.559958
16,NA,11010886475467,NA,C3061,-116.338893,43.5597
16,NA,1107051982296,NA,C3061,-116.313429,43.568856
16,NA,1104368625288,NA,C3061,-116.320451,43.568524
16,NA,11010886626998,NA,C3061,-116.317232,43.566871
16,NA,1109096885106,NA,C3061,-114.414352,42.567832
16,NA,1109096885107,NA,C3061,-114.412327,42.567905
16,NA,1105311840537,NA,C3061,-116.324963,43.626486
16,NA,1102818068928,NA,C3061,-116.29615,43.559622
16,NA,1102818068593,NA,C3061,-116.298517,43.559412
16,NA,1102818068761,NA,C3061,-116.296094,43.558407
16,NA,1102818068568,NA,C3061,-116.298554,43.558456
16,NA,1102818068632,NA,C3061,-116.297694,43.557229
16,NA,1102818068816,NA,C3061,-116.296368,43.557421
16,NA,1102818069340,NA,C3061,-116.293681,43.555837
16,NA,1102818069954,NA,C3061,-116.289841,43.555861
16,NA,1104471872718,NA,C3061,-116.292261,43.560096
16,NA,1104367639119,NA,C3061,-116.291446,43.559685
16,NA,1106260967641,NA,C3061,-117.009918,47.71029
16,NA,11010909903130,NA,C3061,-116.522131,48.311384
16,NA,11012814289676,NA,C3061,-116.925248,44.030595
16,NA,1103678319824,NA,C3061,-116.609562,43.577779
16,NA,11010886669432,NA,C3061,-111.104491,43.615384
16,NA,110402007711,NA,C3061,-115.986382,44.14679
16,NA,1105311796076,NA,C3061,-116.253536,43.564273
16,NA,1105635285146,NA,C3061,-116.172722,43.568094
16,NA,1105635285150,NA,C3061,-116.171723,43.568091
16,NA,1105635285151,NA,C3061,-116.17078,43.568088
16,NA,1105635325719,NA,C3061,-116.167925,43.569328
16,NA,1105307561000,NA,C3061,-116.153879,43.569326
16,NA,1105635285152,NA,C3061,-116.169836,43.568086
16,NA,1105313542070,NA,C3061,-116.152195,43.567366
16,NA,1105635325770,NA,C3061,-116.158999,43.56709
16,NA,1105635325802,NA,C3061,-116.162019,43.5663
16,NA,1105635325804,NA,C3061,-116.161366,43.566228
16,NA,1105635325777,NA,C3061,-116.156269,43.565572
16,NA,1105313542071,NA,C3061,-116.152518,43.565309
16,NA,1105635325807,NA,C3061,-116.163904,43.565037
16,NA,1104361295895,NA,C3061,-116.152642,43.554004
16,NA,1105307588236,NA,C3061,-116.137548,43.565422
16,NA,1104361293646,NA,C3061,-116.144034,43.555619
16,NA,1104361292937,NA,C3061,-116.14497,43.555155
16,NA,1104367772492,NA,C3061,-116.137106,43.555393
16,NA,1104367805540,NA,C3061,-116.13487,43.552054
16,NA,1104367803492,NA,C3061,-116.135281,43.552019
16,NA,1104367821410,NA,C3061,-116.133277,43.551097
16,NA,1104367817806,NA,C3061,-116.133761,43.550429
16,NA,1105307560999,NA,C3061,-116.14632,43.569876
16,NA,1105313540675,NA,C3061,-116.112676,43.568823
16,NA,11016954943981,NA,C3061,-111.750239,43.867012
16,NA,1106261336559,NA,C3061,-116.774158,47.703645
16,NA,1108311042609,NA,C3061,-116.763569,47.754317
16,NA,1108311042619,NA,C3061,-116.76967,47.753531
16,NA,110154528321,NA,C3061,-116.976634,44.255785
16,NA,110154528377,NA,C3061,-116.98207,44.259019
16,NA,110154528443,NA,C3061,-116.97647,44.259217
16,NA,110154528448,NA,C3061,-116.976578,44.257955
16,NA,1102313630263,NA,C3061,-116.972615,44.256681
16,NA,11012028397373,NA,C3061,-116.987084,46.717998
16,NA,1103933629936,NA,C3061,-113.609063,43.910854
16,NA,110131386863,NA,C3061,-116.588587,47.313544
16,NA,1106067737240,NA,C3061,-112.442751,42.916182
16,NA,1104471884363,NA,C3061,-116.179088,43.604529
16,NA,1105314067550,NA,C3061,-116.169629,43.600137
16,NA,1105314067548,NA,C3061,-116.169639,43.598531
16,NA,1105314067547,NA,C3061,-116.169533,43.597753
16,NA,1105313524797,NA,C3061,-116.144941,43.58644
16,NA,1105307589344,NA,C3061,-116.150282,43.588615
16,NA,1104360545946,NA,C3061,-116.171958,43.585649
16,NA,1104468450288,NA,C3061,-116.169737,43.585802
16,NA,1104468454932,NA,C3061,-116.16476,43.578228
16,NA,1104468455241,NA,C3061,-116.165171,43.579779
16,NA,1105313539414,NA,C3061,-116.163273,43.579172
16,NA,1105307588762,NA,C3061,-116.142109,43.564666
16,NA,1105307588234,NA,C3061,-116.134604,43.565046
16,NA,1105307588235,NA,C3061,-116.134623,43.564471
16,NA,1105307560714,NA,C3061,-116.147608,43.571749
16,NA,1105307560716,NA,C3061,-116.150035,43.572593
16,NA,1105307560997,NA,C3061,-116.147598,43.568589
16,NA,1105635285158,NA,C3061,-116.177363,43.567551
16,NA,1104260206779,NA,C3061,-116.15036,43.566532
16,NA,1102816694769,NA,C3061,-116.60785,43.628019
16,NA,1109093823597,NA,C3061,-116.916546,47.729834
16,NA,1106260946187,NA,C3061,-112.415689,42.891434
16,NA,11010886466453,NA,C3061,-116.325156,43.56059
16,NA,1106081832153,NA,C3061,-116.325476,43.559037
16,NA,1106081832147,NA,C3061,-116.327661,43.559651
16,NA,1104361337032,NA,C3061,-116.342521,43.682082
16,NA,1105306077442,NA,C3061,-116.374805,43.675162
16,NA,1107052744125,NA,C3061,-116.376987,43.67518
16,NA,1104366672375,NA,C3061,-116.403147,43.643526
16,NA,1104472038445,NA,C3061,-116.374593,43.705288
16,NA,1104260224503,NA,C3061,-116.116534,43.54427
16,NA,1107277170504,NA,C3061,-116.362284,43.56552
16,NA,1105307588831,NA,C3061,-116.117342,43.573507
16,NA,1105311855231,NA,C3061,-116.356527,43.60381
16,NA,1105311854905,NA,C3061,-116.358686,43.603384
16,NA,1106066880594,NA,C3061,-116.602078,43.575313
16,NA,1106066880595,NA,C3061,-116.601062,43.574997
16,NA,1105311947647,NA,C3061,-116.36685,43.570926
16,NA,1107064522556,NA,C3061,-116.333419,43.598104
16,NA,11010952249946,NA,C3061,-112.886393,42.758823
16,NA,11010952250244,NA,C3061,-112.892905,42.749212
16,NA,11010952252093,NA,C3061,-112.877851,42.825651
16,NA,11010952252115,NA,C3061,-112.87591,42.825503
16,NA,110149253724,NA,C3061,-114.749614,42.58839
16,NA,110149253732,NA,C3061,-114.61766,42.64087
16,NA,110149253770,NA,C3061,-114.541269,42.621427
16,NA,1104471984539,NA,C3061,-116.35936,43.700554
16,NA,1105314079551,NA,C3061,-116.237568,43.604838
16,NA,1105314068350,NA,C3061,-116.238015,43.597808
16,NA,1105314068124,NA,C3061,-116.221635,43.599236
16,NA,1105045042928,NA,C3061,-117.039831,48.056189
16,NA,1104471402481,NA,C3061,-116.811544,47.756089
16,NA,11016953807544,NA,C3061,-112.388198,43.23678
16,NA,11016953795213,NA,C3061,-112.343796,43.227905
16,NA,1106243006246,NA,C3061,-116.526039,43.61185
16,NA,1104471319765,NA,C3061,-111.96125,43.647227
16,NA,1104471321738,NA,C3061,-111.946415,43.647593
16,NA,1104471321773,NA,C3061,-111.948469,43.6455
16,NA,1104471321764,NA,C3061,-111.948349,43.647176
16,NA,1104471320212,NA,C3061,-111.950195,43.647202
16,NA,1104471320215,NA,C3061,-111.9505,43.645494
16,NA,1104471320226,NA,C3061,-111.952278,43.647238
16,NA,1104471319762,NA,C3061,-111.959324,43.647236
16,NA,1104471320267,NA,C3061,-111.952472,43.64551
16,NA,1104471320307,NA,C3061,-111.955963,43.647231
16,NA,1104471320310,NA,C3061,-111.956446,43.645463
16,NA,1104471320312,NA,C3061,-111.958079,43.645498
16,NA,1104471319754,NA,C3061,-111.959824,43.645444
16,NA,1104471319725,NA,C3061,-111.9615,43.645393
16,NA,11015922715316,NA,C3061,-114.39787,42.582422
16,NA,11015922715359,NA,C3061,-114.392484,42.582683
16,NA,1109097049158,NA,C3061,-114.379367,42.587273
16,NA,11015489697692,NA,C3061,-114.395527,42.581785000000004
16,NA,1109096883314,NA,C3061,-114.431662,42.580266
16,NA,1109096883311,NA,C3061,-114.431733,42.578911
16,NA,11011135086217,NA,C3061,-114.433477,42.578248
16,NA,1107052522159,NA,C3061,-116.710947,43.599404
16,NA,11010933568854,NA,C3061,-111.807823,43.850805
16,NA,11017129698399,NA,C3061,-116.607279,43.565985
16,NA,11017129698398,NA,C3061,-116.607288,43.565438
16,NA,1106243021354,NA,C3061,-116.604533,43.562119
16,NA,1106243021346,NA,C3061,-116.604481,43.564051
16,NA,110149322742,NA,C3061,-114.430289,42.572288
16,NA,110149322788,NA,C3061,-114.43026,42.571515
16,NA,1102812430991,NA,C3061,-116.414841,43.655275
16,NA,1105632799954,NA,C3061,-112.044136,43.531004
16,NA,1105632799969,NA,C3061,-112.044142,43.529788
16,NA,1105632799959,NA,C3061,-112.046392,43.531063
16,NA,1105632799960,NA,C3061,-112.045307,43.529769
16,NA,1105632799955,NA,C3061,-112.045271,43.531037
16,NA,11010881688968,NA,C3061,-116.380229,43.635427
16,NA,1108310661252,NA,C3061,-116.363885,43.648956
16,NA,1106262967330,NA,C3061,-116.332673,43.641541
16,NA,11010881701802,NA,C3061,-116.345052,43.639374
16,NA,1104471891199,NA,C3061,-116.322769,43.645098
16,NA,1104471890604,NA,C3061,-116.322389,43.644081
16,NA,1104471890592,NA,C3061,-116.320672,43.64269
16,NA,1104471891284,NA,C3061,-116.317806,43.641913
16,NA,1105311797961,NA,C3061,-116.303484,43.647766
16,NA,1105300807531,NA,C3061,-116.299723,43.646321
16,NA,1105311797869,NA,C3061,-116.305147,43.640134
16,NA,1104472038084,NA,C3061,-116.375447,43.708889
16,NA,1104360472336,NA,C3061,-116.350498,43.69772
16,NA,1105311623312,NA,C3061,-116.347461,43.710232
16,NA,1105311618087,NA,C3061,-116.334734,43.705993
16,NA,1105311618080,NA,C3061,-116.33144,43.705925
16,NA,1105311620045,NA,C3061,-116.342429,43.703833
16,NA,1105311620049,NA,C3061,-116.342891,43.703134
16,NA,11010883200731,NA,C3061,-116.337745,43.700039
16,NA,11010883200810,NA,C3061,-116.339379,43.699707
16,NA,11010883200729,NA,C3061,-116.338537,43.701365
16,NA,1104360441744,NA,C3061,-116.346666,43.699043
16,NA,1104360447967,NA,C3061,-116.347049,43.699562
16,NA,110149263961,NA,C3061,-114.468925,42.57685
16,NA,110149265457,NA,C3061,-114.450574,42.557265
16,NA,1109096887854,NA,C3061,-114.448022,42.553557
16,NA,110149265554,NA,C3061,-114.471168,42.591506
16,NA,110149265722,NA,C3061,-114.484319,42.581491
16,NA,110149265771,NA,C3061,-114.489597,42.582736
16,NA,1105313782178,NA,C3061,-116.320612,43.597932
16,NA,11010886641673,NA,C3061,-116.305119,43.532361
16,NA,1104301824476,NA,C3061,-116.138468,43.547915
16,NA,1104473866168,NA,C3061,-116.3113,43.612685
16,NA,1104473866251,NA,C3061,-116.309815,43.61386
16,NA,1104473866199,NA,C3061,-116.310221,43.612663
16,NA,1106077703963,NA,C3061,-112.473549,42.920115
16,NA,1104473866697,NA,C3061,-116.313612,43.613664
16,NA,1104473866716,NA,C3061,-116.313585,43.612599
16,NA,1105311803435,NA,C3061,-116.293441,43.624001
16,NA,1105311798311,NA,C3061,-116.288655,43.628921
16,NA,1105311798306,NA,C3061,-116.287967,43.629796
16,NA,1105311798312,NA,C3061,-116.290661,43.628275
16,NA,1105311798309,NA,C3061,-116.290704,43.628855
16,NA,1105311876888,NA,C3061,-116.29537,43.602263
16,NA,1105311875045,NA,C3061,-116.296235,43.601539
16,NA,1104367936075,NA,C3061,-116.325594,43.576177
16,NA,110336776564,NA,C3061,-116.415511,43.601729
16,NA,110336776647,NA,C3061,-116.358827,43.658381
16,NA,110336776659,NA,C3061,-116.355583,43.659089
16,NA,110336776665,NA,C3061,-116.356802,43.657643
16,NA,110336776683,NA,C3061,-116.358909,43.659381
16,NA,1105313785204,NA,C3061,-116.359044,43.660243
16,NA,110336776698,NA,C3061,-116.358035,43.660533
16,NA,110336776703,NA,C3061,-116.356892,43.659144
16,NA,1105313784975,NA,C3061,-116.356044,43.656042
16,NA,1104367005480,NA,C3061,-116.287454,43.684262
16,NA,1105307590930,NA,C3061,-116.183879,43.592412
16,NA,1105311796538,NA,C3061,-116.371527,43.696368
16,NA,1105311796537,NA,C3061,-116.373407,43.696379
16,NA,1105307591116,NA,C3061,-116.185575,43.585844
16,NA,1105307591117,NA,C3061,-116.184688,43.585834
16,NA,110386229643,NA,C3061,-112.406532,42.905068
16,NA,110386229681,NA,C3061,-112.400314,42.907547
16,NA,1104457802785,NA,C3061,-112.416433,42.904723
16,NA,11012028045459,NA,C3061,-112.415693,42.901694
16,NA,110386229835,NA,C3061,-112.421928,42.91721
16,NA,110386229931,NA,C3061,-112.420814,42.917325
16,NA,1105312211820,NA,C3061,-116.235515,43.607375
16,NA,1105314079676,NA,C3061,-116.237337,43.603014
16,NA,1105314068349,NA,C3061,-116.236637,43.597831
16,NA,1104361135797,NA,C3061,-116.181848,43.57598
16,NA,110336778117,NA,C3061,-116.350883,43.681939
16,NA,110336778165,NA,C3061,-116.352617,43.684531
16,NA,110336778244,NA,C3061,-116.349441,43.683933
16,NA,1104361338150,NA,C3061,-116.348235,43.683596
16,NA,1105311796568,NA,C3061,-116.36265,43.693985
16,NA,1105307588763,NA,C3061,-116.143505,43.564655
16,NA,1103678438411,NA,C3061,-116.702677,46.582037
16,NA,1106262813151,NA,C3061,-116.559922,43.620658
16,NA,1104473865890,NA,C3061,-116.310204,43.616475
16,NA,1104473865901,NA,C3061,-116.311208,43.616185
16,NA,1104473865817,NA,C3061,-116.308216,43.616553
16,NA,1104355649910,NA,C3061,-116.352753,43.681412
16,NA,1104366720014,NA,C3061,-116.305734,43.670984
16,NA,1104471982178,NA,C3061,-116.298584,43.671082
16,NA,1104471982238,NA,C3061,-116.298957,43.669674
16,NA,1104471982259,NA,C3061,-116.298484,43.669172
16,NA,1105311796544,NA,C3061,-116.373435,43.698751
16,NA,110336780851,NA,C3061,-116.377393,43.663721
16,NA,1105306077937,NA,C3061,-116.375522,43.663961
